Pride and Prejudice (Copy 15),Jane Austen,Reese Witherspoon,Oct/15/2024,Oct/25/2024,205,328,,63%,Reading,⭐⭐⭐⭐,Biography,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 15),F. Scott Fitzgerald,Barack Obama,Oct/22/2024,Oct/29/2024,84,279,,30%,DNF,⭐⭐⭐⭐⭐,Short Stories,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 15),J.D. Salinger,John Green,Oct/18/2024,Nov/5/2024,27,180,,15%,Not Started,⭐⭐⭐,Science Fiction,Teens and adults navigating identity and alienation
Moby Dick (Copy 15),Herman Melville,Ernest Hemingway,Nov/4/2024,Nov/1/2024,181,277,,65%,DNF,⭐⭐⭐,Fantasy,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 15),J.R.R. Tolkien,Stephen Colbert,Oct/30/2024,Nov/18/2024,281,585,,48%,Reading,⭐⭐⭐⭐⭐,Action,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 15),Ray Bradbury,Neil Gaiman,Nov/7/2024,Nov/13/2024,229,310,,74%,Reading,⭐⭐⭐,Science Fiction,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 15),Charlotte BrontÃ«,Emma Watson,Nov/9/2024,Nov/21/2024,45,249,,18%,Reading,⭐⭐,Fantasy,"Readers exploring love, morality, and independence"
War and Peace (Copy 15),Leo Tolstoy,Oprah Winfrey,Nov/3/2024,Nov/23/2024,8,507,,2%,Not Started,⭐⭐,Biography,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 16),Harper Lee,Oprah Winfrey,Oct/28/2024,Nov/17/2024,14,1225,,1%,Not Started,⭐,Fantasy,"Anyone interested in justice, morality, and empathy"
1984 (Copy 16),George Orwell,Bill Gates,Nov/12/2024,Nov/11/2024,76,324,,23%,Must Read,⭐⭐⭐,Biography,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 16),Jane Austen,Reese Witherspoon,Nov/7/2024,Nov/26/2024,157,328,,48%,Reading,⭐⭐⭐⭐⭐,Mystery,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 16),F. Scott Fitzgerald,Barack Obama,Nov/20/2024,Nov/21/2024,18,279,,6%,DNF,⭐⭐⭐⭐⭐,Biography,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 16),J.D. Salinger,John Green,Nov/6/2024,Dec/4/2024,180,180,,100%,Finished,⭐⭐,Science Fiction,Teens and adults navigating identity and alienation
Moby Dick (Copy 16),Herman Melville,Ernest Hemingway,Nov/9/2024,Nov/20/2024,178,277,,64%,Reading,⭐⭐,Drama,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 16),J.R.R. Tolkien,Stephen Colbert,Nov/24/2024,Nov/23/2024,192,585,,33%,Reading,⭐⭐⭐,Comedy,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 16),Ray Bradbury,Neil Gaiman,Nov/22/2024,Dec/8/2024,97,310,,31%,Reading,⭐⭐,Horror,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 16),Charlotte BrontÃ«,Emma Watson,Nov/30/2024,Dec/6/2024,249,249,,100%,Finished,⭐⭐⭐⭐,Romance,"Readers exploring love, morality, and independence"
War and Peace (Copy 16),Leo Tolstoy,Oprah Winfrey,Nov/16/2024,Dec/14/2024,53,507,,10%,Not Started,⭐⭐⭐⭐,Drama,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 17),Harper Lee,Oprah Winfrey,Nov/21/2024,Nov/30/2024,318,1225,,26%,Not Started,⭐,Literary Fiction,"Anyone interested in justice, morality, and empathy"
1984 (Copy 17),George Orwell,Bill Gates,Nov/28/2024,Dec/5/2024,134,324,,41%,Reading,⭐⭐,Western,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 17),Jane Austen,Reese Witherspoon,Nov/24/2024,Dec/12/2024,240,328,,73%,DNF,⭐,Action,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 17),F. Scott Fitzgerald,Barack Obama,Dec/7/2024,Dec/8/2024,117,279,,42%,Reading,⭐⭐⭐,Supernatural,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 17),J.D. Salinger,John Green,Dec/10/2024,Dec/21/2024,39,180,,22%,DNF,⭐⭐,Science Fiction,Teens and adults navigating identity and alienation
Moby Dick (Copy 17),Herman Melville,Ernest Hemingway,Dec/9/2024,Dec/24/2024,210,277,,76%,DNF,⭐⭐⭐⭐,Horror,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 17),J.R.R. Tolkien,Stephen Colbert,Dec/9/2024,Dec/23/2024,24,585,,4%,Not Started,⭐⭐,Drama,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 17),Ray Bradbury,Neil Gaiman,Dec/3/2024,Dec/23/2024,12,310,,4%,Not Started,⭐⭐,Adventure,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 17),Charlotte BrontÃ«,Emma Watson,Dec/19/2024,Dec/17/2024,20,249,,8%,Not Started,⭐⭐⭐⭐,Western,"Readers exploring love, morality, and independence"
War and Peace (Copy 17),Leo Tolstoy,Oprah Winfrey,Dec/20/2024,Jan/2/2025,328,507,,65%,Reading,⭐⭐,Memoir,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 18),Harper Lee,Oprah Winfrey,Dec/9/2024,Jan/3/2025,255,1225,,21%,Reading,⭐,Memoir,"Anyone interested in justice, morality, and empathy"
1984 (Copy 18),George Orwell,Bill Gates,Dec/19/2024,Dec/23/2024,30,324,,9%,Reading,⭐,Children's Fiction,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 18),Jane Austen,Reese Witherspoon,Dec/20/2024,Jan/2/2025,168,328,,51%,Reading,⭐,Dystopian,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 18),F. Scott Fitzgerald,Barack Obama,Dec/29/2024,Jan/3/2025,149,279,,53%,Reading,⭐⭐,Dystopian,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 18),J.D. Salinger,John Green,Dec/28/2024,Jan/12/2025,180,180,,100%,Finished,⭐⭐⭐⭐⭐,Poetry,Teens and adults navigating identity and alienation
Moby Dick (Copy 18),Herman Melville,Ernest Hemingway,Jan/2/2025,Jan/11/2025,277,277,,100%,Finished,⭐⭐⭐⭐⭐,Young Adult (YA),Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 18),J.R.R. Tolkien,Stephen Colbert,Dec/24/2024,Jan/16/2025,126,585,,22%,Reading,⭐⭐⭐,Magical Realism,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 18),Ray Bradbury,Neil Gaiman,Jan/7/2025,Jan/7/2025,57,310,,18%,Reading,⭐⭐⭐⭐⭐,Biography,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 18),Charlotte BrontÃ«,Emma Watson,Dec/31/2024,Jan/21/2025,249,249,,100%,Finished,⭐⭐,Science Fiction,"Readers exploring love, morality, and independence"
War and Peace (Copy 18),Leo Tolstoy,Oprah Winfrey,Jan/2/2025,Jan/14/2025,403,507,,79%,DNF,⭐⭐,Dystopian,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 19),Harper Lee,Oprah Winfrey,Jan/11/2025,Jan/16/2025,197,1225,,16%,Not Started,⭐⭐⭐⭐,Graphic Novel,"Anyone interested in justice, morality, and empathy"
1984 (Copy 19),George Orwell,Bill Gates,Jan/13/2025,Jan/25/2025,156,324,,48%,Must Read,⭐,Memoir,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 19),Jane Austen,Reese Witherspoon,Jan/6/2025,Jan/27/2025,34,328,,10%,Not Started,⭐⭐,Biography,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 19),F. Scott Fitzgerald,Barack Obama,Jan/19/2025,Jan/20/2025,37,279,,13%,Not Started,⭐⭐⭐,Short Stories,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 19),J.D. Salinger,John Green,Jan/21/2025,Feb/2/2025,79,180,,44%,DNF,⭐⭐,Biography,Teens and adults navigating identity and alienation
Moby Dick (Copy 19),Herman Melville,Ernest Hemingway,Jan/19/2025,Feb/4/2025,277,277,,100%,Finished,⭐⭐⭐⭐,Graphic Novel,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 19),J.R.R. Tolkien,Stephen Colbert,Jan/13/2025,Feb/2/2025,113,585,,19%,Reading,⭐⭐,Dystopian,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 19),Ray Bradbury,Neil Gaiman,Jan/16/2025,Jan/27/2025,234,310,,75%,Reading,⭐⭐⭐,Romance,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 19),Charlotte BrontÃ«,Emma Watson,Jan/28/2025,Jan/30/2025,240,249,,96%,Reading,⭐⭐⭐⭐⭐,Romance,"Readers exploring love, morality, and independence"
War and Peace (Copy 19),Leo Tolstoy,Oprah Winfrey,Jan/18/2025,Feb/11/2025,507,507,,100%,Finished,⭐,Classic,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 20),Harper Lee,Oprah Winfrey,Jan/28/2025,Feb/1/2025,168,1225,,14%,Must Read,⭐⭐⭐,Children's Fiction,"Anyone interested in justice, morality, and empathy"
1984 (Copy 20),George Orwell,Bill Gates,Jan/19/2025,Feb/11/2025,93,324,,29%,Must Read,⭐⭐⭐⭐, Paranormal,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 20),Jane Austen,Reese Witherspoon,Jan/29/2025,Feb/2/2025,22,328,,7%,Not Started,⭐⭐, Paranormal,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 20),F. Scott Fitzgerald,Barack Obama,Jan/29/2025,Feb/12/2025,35,279,,13%,Must Read,⭐⭐⭐⭐⭐,Young Adult (YA),"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 20),J.D. Salinger,John Green,Feb/6/2025,Feb/12/2025,155,180,,86%,Must Read,⭐⭐⭐⭐⭐,Literary Fiction,Teens and adults navigating identity and alienation
Moby Dick (Copy 20),Herman Melville,Ernest Hemingway,Jan/28/2025,Feb/20/2025,244,277,,88%,Reading,⭐⭐,Western,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 20),J.R.R. Tolkien,Stephen Colbert,Feb/10/2025,Feb/11/2025,112,585,,19%,Reading,⭐⭐⭐,Biography,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 20),Ray Bradbury,Neil Gaiman,Feb/13/2025,Feb/24/2025,13,310,,4%,Not Started,⭐⭐,Historical Fiction,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 20),Charlotte BrontÃ«,Emma Watson,Feb/8/2025,Feb/27/2025,200,249,,80%,Reading,⭐⭐⭐,Dystopian,"Readers exploring love, morality, and independence"
War and Peace (Copy 20),Leo Tolstoy,Oprah Winfrey,Feb/18/2025,Feb/22/2025,507,507,,100%,Finished,⭐⭐⭐⭐⭐,Action,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 21),Harper Lee,Oprah Winfrey,Feb/5/2025,Mar/4/2025,124,1225,,10%,Not Started,⭐,Western,"Anyone interested in justice, morality, and empathy"
1984 (Copy 21),George Orwell,Bill Gates,Feb/12/2025,Feb/19/2025,16,324,,5%,Not Started,⭐,Memoir,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 21),Jane Austen,Reese Witherspoon,Feb/10/2025,Feb/26/2025,226,328,,69%,Reading,⭐⭐,Poetry,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 21),F. Scott Fitzgerald,Barack Obama,Feb/23/2025,Feb/24/2025,55,279,,20%,Reading,⭐⭐,Drama,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 21),J.D. Salinger,John Green,Feb/15/2025,Mar/9/2025,161,180,,89%,Reading,⭐,Comedy,Teens and adults navigating identity and alienation
Moby Dick (Copy 21),Herman Melville,Ernest Hemingway,Feb/19/2025,Mar/1/2025,40,277,,14%,Reading,⭐,Dystopian,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 21),J.R.R. Tolkien,Stephen Colbert,Feb/17/2025,Mar/5/2025,130,585,,22%,DNF,⭐⭐⭐⭐⭐,Supernatural,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 21),Ray Bradbury,Neil Gaiman,Feb/27/2025,Mar/3/2025,206,310,,66%,DNF,⭐,Graphic Novel,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 21),Charlotte BrontÃ«,Emma Watson,Feb/26/2025,Mar/13/2025,249,249,,100%,Finished,⭐⭐⭐⭐⭐,Short Stories,"Readers exploring love, morality, and independence"
War and Peace (Copy 21),Leo Tolstoy,Oprah Winfrey,Feb/23/2025,Mar/12/2025,507,507,,100%,Finished,⭐⭐⭐⭐⭐,Autobiography,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 22),Harper Lee,Oprah Winfrey,Mar/8/2025,Mar/9/2025,38,1225,,3%,Not Started,⭐⭐,Magical Realism,"Anyone interested in justice, morality, and empathy"
1984 (Copy 22),George Orwell,Bill Gates,Mar/14/2025,Mar/22/2025,82,324,,25%,Reading,⭐⭐⭐,Crime,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 22),Jane Austen,Reese Witherspoon,Mar/2/2025,Mar/28/2025,135,328,,41%,Reading,⭐⭐⭐,Mystery,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 22),F. Scott Fitzgerald,Barack Obama,Mar/11/2025,Mar/16/2025,133,279,,48%,Reading,⭐⭐,Thriller,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 22),J.D. Salinger,John Green,Mar/17/2025,Mar/25/2025,55,180,,31%,Reading,⭐⭐⭐,Horror,Teens and adults navigating identity and alienation
Moby Dick (Copy 22),Herman Melville,Ernest Hemingway,Mar/22/2025,Mar/31/2025,93,277,,34%,Reading,⭐⭐,Biography,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 22),J.R.R. Tolkien,Stephen Colbert,Mar/16/2025,Apr/5/2025,8,585,,1%,Not Started,⭐⭐,Children's Fiction,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 22),Ray Bradbury,Neil Gaiman,Mar/14/2025,Mar/30/2025,192,310,,62%,Reading,⭐⭐⭐⭐⭐,Autobiography,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 22),Charlotte BrontÃ«,Emma Watson,Mar/19/2025,Mar/28/2025,45,249,,18%,Reading,⭐⭐⭐⭐⭐,Supernatural,"Readers exploring love, morality, and independence"
War and Peace (Copy 22),Leo Tolstoy,Oprah Winfrey,Mar/25/2025,Apr/2/2025,112,507,,22%,Reading,⭐⭐⭐⭐,Action,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 23),Harper Lee,Oprah Winfrey,Apr/1/2025,Apr/8/2025,26,1225,,2%,Not Started,⭐⭐,Poetry,"Anyone interested in justice, morality, and empathy"
1984 (Copy 23),George Orwell,Bill Gates,Apr/1/2025,Apr/15/2025,203,324,,63%,DNF,⭐⭐,Young Adult (YA),"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 23),Jane Austen,Reese Witherspoon,Mar/24/2025,Apr/15/2025,73,328,,22%,DNF,⭐⭐⭐⭐,Fantasy,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 23),F. Scott Fitzgerald,Barack Obama,Mar/24/2025,Apr/7/2025,43,279,,15%,DNF,⭐,Comedy,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 23),J.D. Salinger,John Green,Mar/27/2025,Apr/7/2025,55,180,,31%,DNF,⭐,Dystopian,Teens and adults navigating identity and alienation
Moby Dick (Copy 23),Herman Melville,Ernest Hemingway,Mar/31/2025,Apr/10/2025,128,277,,46%,DNF,⭐,Short Stories,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 23),J.R.R. Tolkien,Stephen Colbert,Apr/12/2025,Apr/14/2025,0,585,,0%,Not Started,⭐⭐⭐⭐,Classic,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 23),Ray Bradbury,Neil Gaiman,Apr/11/2025,Apr/26/2025,39,310,,13%,Not Started,⭐⭐,Graphic Novel,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 23),Charlotte BrontÃ«,Emma Watson,Apr/10/2025,Apr/25/2025,46,249,,18%,Not Started,⭐⭐, Paranormal,"Readers exploring love, morality, and independence"
War and Peace (Copy 23),Leo Tolstoy,Oprah Winfrey,Apr/9/2025,Apr/24/2025,120,507,,24%,Not Started,⭐⭐⭐⭐⭐,Memoir,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 24),Harper Lee,Oprah Winfrey,Apr/23/2025,Apr/23/2025,300,1225,,24%,Must Read,⭐⭐,Adventure,"Anyone interested in justice, morality, and empathy"
1984 (Copy 24),George Orwell,Bill Gates,Apr/25/2025,May/7/2025,31,324,,10%,Not Started,⭐⭐⭐, Paranormal,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 24),Jane Austen,Reese Witherspoon,Apr/17/2025,May/9/2025,117,328,,36%,Reading,⭐⭐⭐⭐,Biography,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 24),F. Scott Fitzgerald,Barack Obama,Apr/19/2025,May/1/2025,57,279,,20%,DNF,⭐⭐⭐⭐,Romance,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 24),J.D. Salinger,John Green,Apr/28/2025,May/3/2025,10,180,,6%,Not Started,⭐⭐,Children's Fiction,Teens and adults navigating identity and alienation
Moby Dick (Copy 24),Herman Melville,Ernest Hemingway,Apr/17/2025,May/12/2025,240,277,,87%,Must Read,⭐⭐,Comedy,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 24),J.R.R. Tolkien,Stephen Colbert,May/3/2025,May/1/2025,14,585,,2%,Not Started,⭐⭐,Thriller,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 24),Ray Bradbury,Neil Gaiman,Apr/24/2025,May/17/2025,189,310,,61%,Reading,⭐⭐,Life Advice,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 24),Charlotte BrontÃ«,Emma Watson,May/9/2025,May/8/2025,25,249,,10%,Reading,⭐⭐, Paranormal,"Readers exploring love, morality, and independence"
War and Peace (Copy 24),Leo Tolstoy,Oprah Winfrey,May/10/2025,May/23/2025,115,507,,23%,Reading,⭐⭐,Autobiography,Serious readers of history and epic sagas
To Kill a Mockingbird (Copy 25),Harper Lee,Oprah Winfrey,May/2/2025,May/24/2025,310,1225,,25%,Must Read,⭐⭐,Autobiography,"Anyone interested in justice, morality, and empathy"
1984 (Copy 25),George Orwell,Bill Gates,May/3/2025,May/16/2025,224,324,,69%,Reading,⭐⭐,Adventure,"Readers curious about politics, freedom, and control"
Pride and Prejudice (Copy 25),Jane Austen,Reese Witherspoon,May/9/2025,May/17/2025,92,328,,28%,Reading,⭐⭐,Adventure,Lovers of witty dialogue and classic romance
The Great Gatsby (Copy 25),F. Scott Fitzgerald,Barack Obama,May/3/2025,May/23/2025,117,279,,42%,Must Read,⭐⭐,Historical Fiction,"Readers exploring ambition, wealth, and the American Dream"
The Catcher in the Rye (Copy 25),J.D. Salinger,John Green,May/17/2025,May/17/2025,180,180,,100%,Must Read,⭐⭐,Thriller,Teens and adults navigating identity and alienation
Moby Dick (Copy 25),Herman Melville,Ernest Hemingway,May/12/2025,May/31/2025,74,277,,27%,DNF,⭐⭐,Mystery,Readers who enjoy symbolism and epic sea adventures
The Hobbit (Copy 25),J.R.R. Tolkien,Stephen Colbert,May/18/2025,May/26/2025,62,585,,11%,Not Started,⭐⭐,Science Fiction,Fans of fantasy and adventure stories
Fahrenheit 451 (Copy 25),Ray Bradbury,Neil Gaiman,May/26/2025,Jun/1/2025,60,310,,19%,DNF,⭐⭐,Fantasy,Readers interested in censorship and freedom of thought
Jane Eyre (Copy 25),Charlotte BrontÃ«,Emma Watson,May/12/2025,Jun/9/2025,249,249,,100%,Finished,⭐⭐,Dystopian,"Readers exploring love, morality, and independence"
War and Peace (Copy 25),Leo Tolstoy,Oprah Winfrey,May/19/2025,May/26/2025,399,507,,79%,Reading,⭐⭐⭐⭐,Memoir,Serious readers of history and epic sagas
Summer In the Dark,Ray Bradbury,Emma Watson,May/29/2025,Jun/2/2025,1000,1225,,82%,Reading,⭐⭐,Science Fiction,Teens and adults navigating identity and alienation
The Great Gatsby (Copy 24),Ray Bradbury,Stephen Colbert,May/30/2025,Jun/12/2025,76,789,,10%,Reading,⭐⭐⭐,Fantasy,Teens and adults navigating identity and alienation
